[rosmaster.main][INFO] 2020-07-30 17:26:19,999: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2020-07-30 17:26:20,000: Starting ROS Master Node
[rosmaster.master][INFO] 2020-07-30 17:26:22,193: +PARAM [/teleop_twist_joy/axis_linear] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,194: +PARAM [/teleop_twist_joy/enable_turbo_button] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,194: +PARAM [/rosbridge_wss/rosbridge_websocket/topics_glob] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,194: +PARAM [/rosbridge_ws/rosbridge_websocket/max_message_size] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,194: +PARAM [/rosbridge_wss/rosbridge_websocket/delay_between_messages] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,195: +PARAM [/rosbridge_ws/rosbridge_websocket/address] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,195: +PARAM [/teleop_twist_joy/scale_linear_turbo] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,195: +PARAM [/rosbridge_wss/rosbridge_websocket/params_glob] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,195: +PARAM [/rosbridge_ws/rosbridge_websocket/authenticate] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,195: +PARAM [/rosbridge_ws/rosbridge_websocket/bson_only_mode] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,196: +PARAM [/rosbridge_ws/rosapi/params_glob] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,196: +PARAM [/teleop_twist_joy/scale_linear] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,196: +PARAM [/rosbridge_wss/rosbridge_websocket/retry_startup_delay] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,196: +PARAM [/rosbridge_wss/rosbridge_websocket/max_message_size] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,197: +PARAM [/ubiquity_robot_mode] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,197: +PARAM [/rosbridge_ws/rosbridge_websocket/topics_glob] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,197: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,197: +PARAM [/rosbridge_wss/rosbridge_websocket/services_glob] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,197: +PARAM [/rosbridge_wss/rosbridge_websocket/address] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,198: +PARAM [/rosbridge_ws/rosbridge_websocket/use_compression] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,198: +PARAM [/rosbridge_wss/rosbridge_websocket/fragment_timeout] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,198: +PARAM [/rosbridge_ws/rosbridge_websocket/retry_startup_delay] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,198: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,199: +PARAM [/rosbridge_ws/rosbridge_websocket/unregister_timeout] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,199: +PARAM [/rosbridge_wss/rosbridge_websocket/authenticate] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,199: +PARAM [/rosbridge_ws/rosbridge_websocket/params_glob] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,199: +PARAM [/joy_node/autorepeat_rate] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,199: +PARAM [/teleop_twist_joy/scale_angular] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,200: +PARAM [/rosbridge_ws/rosbridge_websocket/port] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,200: +PARAM [/rosbridge_ws/rosapi/services_glob] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,200: +PARAM [/rosbridge_ws/rosbridge_websocket/fragment_timeout] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,200: +PARAM [/rosbridge_ws/rosbridge_websocket/services_glob] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,200: +PARAM [/rosbridge_wss/rosbridge_websocket/keyfile] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,201: +PARAM [/rosbridge_wss/rosbridge_websocket/port] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,201: +PARAM [/rosbridge_wss/rosapi/services_glob] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,201: +PARAM [/rosbridge_wss/rosbridge_websocket/unregister_timeout] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,201: +PARAM [/rosbridge_wss/rosapi/topics_glob] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,202: +PARAM [/teleop_twist_joy/axis_angular] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,202: +PARAM [/rosbridge_ws/rosbridge_websocket/delay_between_messages] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,202: +PARAM [/rosbridge_wss/rosapi/params_glob] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,202: +PARAM [/rosbridge_wss/rosbridge_websocket/use_compression] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:26:22,360: +PUB [/rosout] /joy_node http://ubiquityrobot.local:33501/
[rosmaster.master][INFO] 2020-07-30 17:26:22,363: +SERVICE [/joy_node/get_loggers] /joy_node http://ubiquityrobot.local:33501/
[rosmaster.master][INFO] 2020-07-30 17:26:22,366: +SERVICE [/joy_node/set_logger_level] /joy_node http://ubiquityrobot.local:33501/
[rosmaster.master][INFO] 2020-07-30 17:26:22,372: +PUB [/diagnostics] /joy_node http://ubiquityrobot.local:33501/
[rosmaster.master][INFO] 2020-07-30 17:26:22,385: +PUB [/joy] /joy_node http://ubiquityrobot.local:33501/
[rosmaster.master][INFO] 2020-07-30 17:26:22,388: +PUB [/rosout] /teleop_twist_joy http://ubiquityrobot.local:44919/
[rosmaster.master][INFO] 2020-07-30 17:26:22,394: +SERVICE [/teleop_twist_joy/get_loggers] /teleop_twist_joy http://ubiquityrobot.local:44919/
[rosmaster.master][INFO] 2020-07-30 17:26:22,398: +SERVICE [/teleop_twist_joy/set_logger_level] /teleop_twist_joy http://ubiquityrobot.local:44919/
[rosmaster.master][INFO] 2020-07-30 17:26:22,406: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/']
[rosmaster.master][INFO] 2020-07-30 17:26:22,411: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-07-30 17:26:22,412: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/', 'http://ubiquityrobot.local:44919/']
[rosmaster.master][INFO] 2020-07-30 17:26:22,422: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/', 'http://ubiquityrobot.local:44919/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2020-07-30 17:26:22,451: +PUB [/cmd_vel] /teleop_twist_joy http://ubiquityrobot.local:44919/
[rosmaster.master][INFO] 2020-07-30 17:26:22,460: +SUB [/joy/set_feedback] /joy_node http://ubiquityrobot.local:33501/
[rosmaster.master][INFO] 2020-07-30 17:26:22,481: +SUB [/joy] /teleop_twist_joy http://ubiquityrobot.local:44919/
[rosmaster.master][INFO] 2020-07-30 17:26:22,576: +PUB [/rosout] /tf2_web_republisher http://ubiquityrobot.local:45239/
[rosmaster.master][INFO] 2020-07-30 17:26:22,607: +SERVICE [/tf2_web_republisher/get_loggers] /tf2_web_republisher http://ubiquityrobot.local:45239/
[rosmaster.master][INFO] 2020-07-30 17:26:22,615: +SERVICE [/tf2_web_republisher/set_logger_level] /tf2_web_republisher http://ubiquityrobot.local:45239/
[rosmaster.master][INFO] 2020-07-30 17:26:22,622: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/', 'http://ubiquityrobot.local:44919/', 'http://ubiquityrobot.local:45239/']
[rosmaster.master][INFO] 2020-07-30 17:26:22,624: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/', 'http://ubiquityrobot.local:44919/', 'http://ubiquityrobot.local:45239/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-07-30 17:26:22,691: +SUB [/tf] /tf2_web_republisher http://ubiquityrobot.local:45239/
[rosmaster.master][INFO] 2020-07-30 17:26:22,742: +SUB [/tf_static] /tf2_web_republisher http://ubiquityrobot.local:45239/
[rosmaster.master][INFO] 2020-07-30 17:26:22,755: +SERVICE [/republish_tfs] /tf2_web_republisher http://ubiquityrobot.local:45239/
[rosmaster.master][INFO] 2020-07-30 17:26:22,778: +PUB [/tf2_web_republisher/result] /tf2_web_republisher http://ubiquityrobot.local:45239/
[rosmaster.master][INFO] 2020-07-30 17:26:22,786: +PUB [/tf2_web_republisher/feedback] /tf2_web_republisher http://ubiquityrobot.local:45239/
[rosmaster.master][INFO] 2020-07-30 17:26:22,798: +PUB [/tf2_web_republisher/status] /tf2_web_republisher http://ubiquityrobot.local:45239/
[rosmaster.master][INFO] 2020-07-30 17:26:22,841: +SUB [/tf2_web_republisher/goal] /tf2_web_republisher http://ubiquityrobot.local:45239/
[rosmaster.master][INFO] 2020-07-30 17:26:22,863: +SUB [/tf2_web_republisher/cancel] /tf2_web_republisher http://ubiquityrobot.local:45239/
[rosmaster.master][INFO] 2020-07-30 17:26:23,677: +PUB [/rosout] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,680: +PUB [/rosout] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,688: +SERVICE [/rosbridge_ws/rosapi/get_loggers] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,690: +SERVICE [/rosbridge_wss/rosapi/get_loggers] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,694: +SERVICE [/rosbridge_wss/rosapi/set_logger_level] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,695: +SERVICE [/rosbridge_ws/rosapi/set_logger_level] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,710: +SERVICE [/rosapi/topics] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,716: +SERVICE [/rosapi/topics] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,717: +SERVICE [/rosapi/topics_for_type] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,722: +SERVICE [/rosapi/topics_for_type] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,724: +SERVICE [/rosapi/services] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,726: +SERVICE [/rosapi/services] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,729: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/', 'http://ubiquityrobot.local:44919/', 'http://ubiquityrobot.local:45239/', 'http://ubiquityrobot.local:36233/']
[rosmaster.master][INFO] 2020-07-30 17:26:23,729: +SERVICE [/rosapi/services_for_type] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,732: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/', 'http://ubiquityrobot.local:44919/', 'http://ubiquityrobot.local:45239/', 'http://ubiquityrobot.local:36233/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-07-30 17:26:23,733: +SERVICE [/rosapi/services_for_type] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,734: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/', 'http://ubiquityrobot.local:44919/', 'http://ubiquityrobot.local:45239/', 'http://ubiquityrobot.local:36233/', 'http://ubiquityrobot.local:39815/']
[rosmaster.master][INFO] 2020-07-30 17:26:23,739: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/', 'http://ubiquityrobot.local:44919/', 'http://ubiquityrobot.local:45239/', 'http://ubiquityrobot.local:36233/', 'http://ubiquityrobot.local:39815/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-07-30 17:26:23,739: +SERVICE [/rosapi/nodes] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,743: +SERVICE [/rosapi/nodes] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,745: +SERVICE [/rosapi/node_details] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,748: +SERVICE [/rosapi/node_details] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,752: +SERVICE [/rosapi/action_servers] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,756: +SERVICE [/rosapi/topic_type] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,759: +SERVICE [/rosapi/action_servers] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,763: +SERVICE [/rosapi/service_type] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,765: +SERVICE [/rosapi/topic_type] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,768: +SERVICE [/rosapi/publishers] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,770: +SERVICE [/rosapi/service_type] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,773: +SERVICE [/rosapi/subscribers] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,775: +SERVICE [/rosapi/publishers] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,778: +SERVICE [/rosapi/service_providers] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,779: +SERVICE [/rosapi/subscribers] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,783: +SERVICE [/rosapi/service_node] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,785: +SERVICE [/rosapi/service_providers] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,789: +SERVICE [/rosapi/service_node] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,790: +SERVICE [/rosapi/service_host] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,794: +SERVICE [/rosapi/service_host] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,798: +SERVICE [/rosapi/message_details] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,802: +SERVICE [/rosapi/message_details] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,805: +SERVICE [/rosapi/service_request_details] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,807: +SERVICE [/rosapi/service_request_details] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,809: +SERVICE [/rosapi/service_response_details] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,811: +SERVICE [/rosapi/service_response_details] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,815: +SERVICE [/rosapi/set_param] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,816: +SERVICE [/rosapi/set_param] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,820: +SERVICE [/rosapi/get_param] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,822: +SERVICE [/rosapi/get_param] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,825: +SERVICE [/rosapi/has_param] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,829: +SERVICE [/rosapi/has_param] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,832: +SERVICE [/rosapi/search_param] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,834: +SERVICE [/rosapi/search_param] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,837: +SERVICE [/rosapi/delete_param] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,843: +SERVICE [/rosapi/delete_param] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,846: +SERVICE [/rosapi/get_param_names] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,849: +SERVICE [/rosapi/get_param_names] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:23,852: +SERVICE [/rosapi/get_time] /rosbridge_ws/rosapi http://ubiquityrobot.local:36233/
[rosmaster.master][INFO] 2020-07-30 17:26:23,854: +SERVICE [/rosapi/get_time] /rosbridge_wss/rosapi http://ubiquityrobot.local:39815/
[rosmaster.master][INFO] 2020-07-30 17:26:24,380: +PUB [/rosout] /rosbridge_wss/rosbridge_websocket http://ubiquityrobot.local:33033/
[rosmaster.master][INFO] 2020-07-30 17:26:24,385: +PUB [/rosout] /rosbridge_ws/rosbridge_websocket http://ubiquityrobot.local:46545/
[rosmaster.master][INFO] 2020-07-30 17:26:24,390: +SERVICE [/rosbridge_wss/rosbridge_websocket/get_loggers] /rosbridge_wss/rosbridge_websocket http://ubiquityrobot.local:33033/
[rosmaster.master][INFO] 2020-07-30 17:26:24,394: +SERVICE [/rosbridge_ws/rosbridge_websocket/get_loggers] /rosbridge_ws/rosbridge_websocket http://ubiquityrobot.local:46545/
[rosmaster.master][INFO] 2020-07-30 17:26:24,395: +SERVICE [/rosbridge_wss/rosbridge_websocket/set_logger_level] /rosbridge_wss/rosbridge_websocket http://ubiquityrobot.local:33033/
[rosmaster.master][INFO] 2020-07-30 17:26:24,397: +SERVICE [/rosbridge_ws/rosbridge_websocket/set_logger_level] /rosbridge_ws/rosbridge_websocket http://ubiquityrobot.local:46545/
[rosmaster.master][INFO] 2020-07-30 17:26:24,439: +PUB [/rosbridge_wss/client_count] /rosbridge_wss/rosbridge_websocket http://ubiquityrobot.local:33033/
[rosmaster.master][INFO] 2020-07-30 17:26:24,444: +PUB [/rosbridge_ws/client_count] /rosbridge_ws/rosbridge_websocket http://ubiquityrobot.local:46545/
[rosmaster.master][INFO] 2020-07-30 17:26:24,445: +PUB [/rosbridge_wss/connected_clients] /rosbridge_wss/rosbridge_websocket http://ubiquityrobot.local:33033/
[rosmaster.master][INFO] 2020-07-30 17:26:24,446: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/', 'http://ubiquityrobot.local:44919/', 'http://ubiquityrobot.local:45239/', 'http://ubiquityrobot.local:36233/', 'http://ubiquityrobot.local:39815/', 'http://ubiquityrobot.local:33033/']
[rosmaster.master][INFO] 2020-07-30 17:26:24,448: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/', 'http://ubiquityrobot.local:44919/', 'http://ubiquityrobot.local:45239/', 'http://ubiquityrobot.local:36233/', 'http://ubiquityrobot.local:39815/', 'http://ubiquityrobot.local:33033/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-07-30 17:26:24,448: +PUB [/rosbridge_ws/connected_clients] /rosbridge_ws/rosbridge_websocket http://ubiquityrobot.local:46545/
[rosmaster.master][INFO] 2020-07-30 17:26:24,449: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/', 'http://ubiquityrobot.local:44919/', 'http://ubiquityrobot.local:45239/', 'http://ubiquityrobot.local:36233/', 'http://ubiquityrobot.local:39815/', 'http://ubiquityrobot.local:33033/', 'http://ubiquityrobot.local:46545/']
[rosmaster.master][INFO] 2020-07-30 17:26:24,452: publisherUpdate[/rosout] -> http://ubiquityrobot.local:40103/ ['http://ubiquityrobot.local:33501/', 'http://ubiquityrobot.local:44919/', 'http://ubiquityrobot.local:45239/', 'http://ubiquityrobot.local:36233/', 'http://ubiquityrobot.local:39815/', 'http://ubiquityrobot.local:33033/', 'http://ubiquityrobot.local:46545/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-07-30 17:29:41,347: +PARAM [/roslaunch/uris/host_ubiquityrobot_local__46123] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,362: +PARAM [/ubiquity_velocity_controller/angular/z/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,363: +PARAM [/enable_statistics] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,363: +PARAM [/ubiquity_velocity_controller/pose_covariance_diagonal] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,363: +PARAM [/ubiquity_motor/pid_denominator] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,363: +PARAM [/ubiquity_velocity_controller/left_wheel] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,364: +PARAM [/ubiquity_velocity_controller/base_frame_id] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,364: +PARAM [/use_gui] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,364: +PARAM [/ubiquity_velocity_controller/publish_rate] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,364: +PARAM [/ubiquity_motor/serial_port] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,364: +PARAM [/ubiquity_joint_publisher/type] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,365: +PARAM [/ubiquity_velocity_controller/wheel_radius] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,365: +PARAM [/ubiquity_motor/pid_proportional] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,365: +PARAM [/ubiquity_velocity_controller/linear/x/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,365: +PARAM [/ubiquity_robot_mode] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,366: +PARAM [/ubiquity_velocity_controller/wheel_radius_multiplier] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,366: +PARAM [/ubiquity_motor/pid_derivative] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,366: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,366: +PARAM [/ubiquity_velocity_controller/wheel_separation] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,367: +PARAM [/robot_description] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,367: +PARAM [/ubiquity_velocity_controller/twist_covariance_diagonal] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,367: +PARAM [/ubiquity_velocity_controller/angular/z/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-07-30 17:29:41,367: +PARAM [/ubiquity_motor/serial_baud] by /roslaunch
